"","key","value"
"1286","Dependents","0"
"1287","Dependents","1"
"1288","Dependents","2"
"1289","Dependents","0"
"1290","Dependents","3+"
"1291","Dependents","0"
"1292","Dependents","1"
"1293","Dependents","0"
"1294","Dependents","0"
"1295","Dependents","0"
"1296","Dependents","1"
"1297","Dependents","3+"
"1298","Dependents","0"
"1299","Dependents","0"
"1300","Dependents","2"
"1301","Dependents","0"
"1302","Dependents","3+"
"1303","Dependents","3+"
"1304","Dependents","0"
"1305","Dependents","0"
"1306","Dependents","1"
"1307","Dependents","3+"
"1308","Dependents","3+"
"1309","Dependents","0"
"1310","Dependents","1"
"1311","Dependents","2"
"1312","Dependents","0"
"1313","Dependents","1"
"1314","Dependents","0"
"1315","Dependents","2"
"1316","Dependents","0"
"1317","Dependents","0"
"1318","Dependents","0"
"1319","Dependents","0"
"1320","Dependents","2"
"1321","Dependents","2"
"1322","Dependents","0"
"1323","Dependents","0"
"1324","Dependents","0"
"1325","Dependents","0"
"1326","Dependents","0"
"1327","Dependents","0"
"1328","Dependents","0"
"1329","Dependents","2"
"1330","Dependents","0"
"1331","Dependents",NA
"1332","Dependents","0"
"1333","Dependents",NA
"1334","Dependents","1"
"1335","Dependents","2"
"1336","Dependents","0"
"1337","Dependents","2"
"1338","Dependents","3+"
"1339","Dependents","0"
"1340","Dependents","0"
"1341","Dependents","0"
"1342","Dependents","1"
"1343","Dependents","0"
"1344","Dependents","1"
"1345","Dependents","0"
"1346","Dependents","1"
"1347","Dependents","0"
"1348","Dependents","0"
"1349","Dependents",NA
"1350","Dependents","0"
"1351","Dependents","0"
"1352","Dependents","2"
"1353","Dependents","0"
"1354","Dependents","0"
"1355","Dependents","3+"
"1356","Dependents","0"
"1357","Dependents","1"
"1358","Dependents","0"
"1359","Dependents","0"
"1360","Dependents","0"
"1361","Dependents","0"
"1362","Dependents","0"
"1363","Dependents","0"
"1364","Dependents","3+"
"1365","Dependents","0"
"1366","Dependents","2"
"1367","Dependents","0"
"1368","Dependents","2"
"1369","Dependents","2"
"1370","Dependents","0"
"1371","Dependents","0"
"1372","Dependents","0"
"1373","Dependents","2"
"1374","Dependents","0"
"1375","Dependents","2"
"1376","Dependents","1"
"1377","Dependents","0"
"1378","Dependents","0"
"1379","Dependents","0"
"1380","Dependents","0"
"1381","Dependents","0"
"1382","Dependents","2"
"1383","Dependents","0"
"1384","Dependents","3+"
"1385","Dependents","1"
"1386","Dependents","1"
"1387","Dependents","0"
"1388","Dependents","0"
"1389","Dependents","0"
"1390","Dependents","0"
"1391","Dependents","1"
"1392","Dependents","2"
"1393","Dependents","0"
"1394","Dependents","0"
"1395","Dependents","0"
"1396","Dependents","0"
"1397","Dependents","0"
"1398","Dependents","2"
"1399","Dependents","0"
"1400","Dependents","3+"
"1401","Dependents","3+"
"1402","Dependents","0"
"1403","Dependents","0"
"1404","Dependents","0"
"1405","Dependents","2"
"1406","Dependents","3+"
"1407","Dependents","1"
"1408","Dependents","0"
"1409","Dependents","1"
"1410","Dependents","0"
"1411","Dependents","0"
"1412","Dependents","1"
"1413","Dependents","0"
"1414","Dependents","0"
"1415","Dependents","1"
"1416","Dependents","0"
"1417","Dependents","0"
"1418","Dependents","0"
"1419","Dependents","0"
"1420","Dependents","0"
"1421","Dependents","0"
"1422","Dependents","0"
"1423","Dependents","0"
"1424","Dependents","1"
"1425","Dependents","0"
"1426","Dependents","0"
"1427","Dependents","0"
"1428","Dependents","0"
"1429","Dependents","1"
"1430","Dependents","2"
"1431","Dependents","3+"
"1432","Dependents","1"
"1433","Dependents","2"
"1434","Dependents","0"
"1435","Dependents","0"
"1436","Dependents","0"
"1437","Dependents","0"
"1438","Dependents","0"
"1439","Dependents","0"
"1440","Dependents","3+"
"1441","Dependents","1"
"1442","Dependents","3+"
"1443","Dependents","0"
"1444","Dependents","3+"
"1445","Dependents","0"
"1446","Dependents","0"
"1447","Dependents","2"
"1448","Dependents","2"
"1449","Dependents","0"
"1450","Dependents","2"
"1451","Dependents","0"
"1452","Dependents","0"
"1453","Dependents","0"
"1454","Dependents","0"
"1455","Dependents",NA
"1456","Dependents","2"
"1457","Dependents",NA
"1458","Dependents","0"
"1459","Dependents","1"
"1460","Dependents","0"
"1461","Dependents","0"
"1462","Dependents","0"
"1463","Dependents","1"
"1464","Dependents","1"
"1465","Dependents","0"
"1466","Dependents","0"
"1467","Dependents","1"
"1468","Dependents","1"
"1469","Dependents","2"
"1470","Dependents","1"
"1471","Dependents","0"
"1472","Dependents","2"
"1473","Dependents","0"
"1474","Dependents","0"
"1475","Dependents","2"
"1476","Dependents","1"
"1477","Dependents","1"
"1478","Dependents","0"
"1479","Dependents","0"
"1480","Dependents","2"
"1481","Dependents","0"
"1482","Dependents","1"
"1483","Dependents","0"
"1484","Dependents","3+"
"1485","Dependents","0"
"1486","Dependents","3+"
"1487","Dependents","0"
"1488","Dependents","3+"
"1489","Dependents","1"
"1490","Dependents","0"
"1491","Dependents","1"
"1492","Dependents","0"
"1493","Dependents","0"
"1494","Dependents","0"
"1495","Dependents","2"
"1496","Dependents","3+"
"1497","Dependents","0"
"1498","Dependents","1"
"1499","Dependents","0"
"1500","Dependents","0"
"1501","Dependents","0"
"1502","Dependents","0"
"1503","Dependents","2"
"1504","Dependents","1"
"1505","Dependents","0"
"1506","Dependents","0"
"1507","Dependents","0"
"1508","Dependents","0"
"1509","Dependents","1"
"1510","Dependents","0"
"1511","Dependents","2"
"1512","Dependents","0"
"1513","Dependents","0"
"1514","Dependents","0"
"1515","Dependents","0"
"1516","Dependents","0"
"1517","Dependents","0"
"1518","Dependents","0"
"1519","Dependents","0"
"1520","Dependents","2"
"1521","Dependents","2"
"1522","Dependents",NA
"1523","Dependents","0"
"1524","Dependents","3+"
"1525","Dependents","1"
"1526","Dependents","1"
"1527","Dependents","0"
"1528","Dependents","1"
"1529","Dependents","0"
"1530","Dependents",NA
"1531","Dependents","0"
"1532","Dependents","1"
"1533","Dependents","0"
"1534","Dependents","0"
"1535","Dependents","0"
"1536","Dependents","0"
"1537","Dependents","0"
"1538","Dependents","2"
"1539","Dependents","0"
"1540","Dependents","0"
"1541","Dependents","0"
"1542","Dependents","2"
"1543","Dependents","0"
"1544","Dependents","1"
"1545","Dependents","2"
"1546","Dependents","0"
"1547","Dependents","1"
"1548","Dependents","1"
"1549","Dependents","0"
"1550","Dependents","3+"
"1551","Dependents","2"
"1552","Dependents","0"
"1553","Dependents","3+"
"1554","Dependents","1"
"1555","Dependents","0"
"1556","Dependents","0"
"1557","Dependents","0"
"1558","Dependents","0"
"1559","Dependents","1"
"1560","Dependents","0"
"1561","Dependents",NA
"1562","Dependents","0"
"1563","Dependents","1"
"1564","Dependents",NA
"1565","Dependents","1"
"1566","Dependents","2"
"1567","Dependents","3+"
"1568","Dependents","0"
"1569","Dependents","3+"
"1570","Dependents","0"
"1571","Dependents","1"
"1572","Dependents","3+"
"1573","Dependents","2"
"1574","Dependents","0"
"1575","Dependents",NA
"1576","Dependents","2"
"1577","Dependents","0"
"1578","Dependents","0"
"1579","Dependents","0"
"1580","Dependents","0"
"1581","Dependents","3+"
"1582","Dependents","0"
"1583","Dependents","0"
"1584","Dependents",NA
"1585","Dependents","2"
"1586","Dependents","1"
"1587","Dependents","0"
"1588","Dependents","3+"
"1589","Dependents","1"
"1590","Dependents","2"
"1591","Dependents","0"
"1592","Dependents","0"
"1593","Dependents","0"
"1594","Dependents","0"
"1595","Dependents","0"
"1596","Dependents","0"
"1597","Dependents","1"
"1598","Dependents","0"
"1599","Dependents","0"
"1600","Dependents","2"
"1601","Dependents","2"
"1602","Dependents","1"
"1603","Dependents","0"
"1604","Dependents","0"
"1605","Dependents","3+"
"1606","Dependents","0"
"1607","Dependents","0"
"1608","Dependents","2"
"1609","Dependents","0"
"1610","Dependents","0"
"1611","Dependents","0"
"1612","Dependents","0"
"1613","Dependents","2"
"1614","Dependents","1"
"1615","Dependents","0"
"1616","Dependents","0"
"1617","Dependents","0"
"1618","Dependents","0"
"1619","Dependents","3+"
"1620","Dependents","3+"
"1621","Dependents","0"
"1622","Dependents","2"
"1623","Dependents","2"
"1624","Dependents","2"
"1625","Dependents","0"
"1626","Dependents","0"
"1627","Dependents","0"
"1628","Dependents","0"
"1629","Dependents","2"
"1630","Dependents","0"
"1631","Dependents","0"
"1632","Dependents","0"
"1633","Dependents","0"
"1634","Dependents","0"
"1635","Dependents","0"
"1636","Dependents","0"
"1637","Dependents","1"
"1638","Dependents","3+"
"1639","Dependents","1"
"1640","Dependents","0"
"1641","Dependents","0"
"1642","Dependents","0"
"1643","Dependents","0"
"1644","Dependents","0"
"1645","Dependents","1"
"1646","Dependents","2"
"1647","Dependents","0"
"1648","Dependents","0"
"1649","Dependents","0"
"1650","Dependents","0"
"1651","Dependents","0"
"1652","Dependents","1"
"1653","Dependents","0"
"1654","Dependents","0"
"1655","Dependents","1"
"1656","Dependents","2"
"1657","Dependents","0"
"1658","Dependents","0"
"1659","Dependents","1"
"1660","Dependents","0"
"1661","Dependents","0"
"1662","Dependents","0"
"1663","Dependents","0"
"1664","Dependents",NA
"1665","Dependents","0"
"1666","Dependents","0"
"1667","Dependents","0"
"1668","Dependents","0"
"1669","Dependents","0"
"1670","Dependents","0"
"1671","Dependents","3+"
"1672","Dependents","1"
"1673","Dependents","0"
"1674","Dependents","1"
"1675","Dependents","2"
"1676","Dependents","0"
"1677","Dependents","2"
"1678","Dependents","1"
"1679","Dependents","2"
"1680","Dependents","2"
"1681","Dependents","0"
"1682","Dependents","0"
"1683","Dependents","0"
"1684","Dependents","2"
"1685","Dependents","0"
"1686","Dependents","0"
"1687","Dependents","2"
"1688","Dependents","0"
"1689","Dependents","0"
"1690","Dependents","3+"
"1691","Dependents","0"
"1692","Dependents","1"
"1693","Dependents","0"
"1694","Dependents","0"
"1695","Dependents","3+"
"1696","Dependents","0"
"1697","Dependents","2"
"1698","Dependents","0"
"1699","Dependents","1"
"1700","Dependents","1"
"1701","Dependents","3+"
"1702","Dependents","0"
"1703","Dependents","2"
"1704","Dependents","2"
"1705","Dependents","2"
"1706","Dependents","2"
"1707","Dependents","1"
"1708","Dependents","2"
"1709","Dependents","0"
"1710","Dependents","3+"
"1711","Dependents","0"
"1712","Dependents","0"
"1713","Dependents","2"
"1714","Dependents","1"
"1715","Dependents","2"
"1716","Dependents","1"
"1717","Dependents","2"
"1718","Dependents","0"
"1719","Dependents","0"
"1720","Dependents","1"
"1721","Dependents","0"
"1722","Dependents","0"
"1723","Dependents","0"
"1724","Dependents","1"
"1725","Dependents","0"
"1726","Dependents","0"
"1727","Dependents","1"
"1728","Dependents","0"
"1729","Dependents","0"
"1730","Dependents","0"
"1731","Dependents","2"
"1732","Dependents","1"
"1733","Dependents","0"
"1734","Dependents","2"
"1735","Dependents","0"
"1736","Dependents","0"
"1737","Dependents","0"
"1738","Dependents","1"
"1739","Dependents","0"
"1740","Dependents","1"
"1741","Dependents","2"
"1742","Dependents","0"
"1743","Dependents","0"
"1744","Dependents","3+"
"1745","Dependents","2"
"1746","Dependents",NA
"1747","Dependents","0"
"1748","Dependents","0"
"1749","Dependents","2"
"1750","Dependents","0"
"1751","Dependents","3+"
"1752","Dependents","2"
"1753","Dependents","0"
"1754","Dependents","2"
"1755","Dependents","0"
"1756","Dependents","1"
"1757","Dependents","1"
"1758","Dependents","0"
"1759","Dependents","0"
"1760","Dependents","3+"
"1761","Dependents","2"
"1762","Dependents","1"
"1763","Dependents","0"
"1764","Dependents","0"
"1765","Dependents","0"
"1766","Dependents","2"
"1767","Dependents","0"
"1768","Dependents","3+"
"1769","Dependents","1"
"1770","Dependents","0"
"1771","Dependents","1"
"1772","Dependents","1"
"1773","Dependents","0"
"1774","Dependents","0"
"1775","Dependents","0"
"1776","Dependents","0"
"1777","Dependents","0"
"1778","Dependents","0"
"1779","Dependents","2"
"1780","Dependents","1"
"1781","Dependents","1"
"1782","Dependents","0"
"1783","Dependents","0"
"1784","Dependents","1"
"1785","Dependents","0"
"1786","Dependents","3+"
"1787","Dependents","0"
"1788","Dependents","0"
"1789","Dependents","2"
"1790","Dependents","1"
"1791","Dependents","0"
"1792","Dependents","0"
"1793","Dependents","2"
"1794","Dependents","0"
"1795","Dependents","0"
"1796","Dependents","3+"
"1797","Dependents","0"
"1798","Dependents","0"
"1799","Dependents","1"
"1800","Dependents",NA
"1801","Dependents","2"
"1802","Dependents","2"
"1803","Dependents","3+"
"1804","Dependents","2"
"1805","Dependents","0"
"1806","Dependents","0"
"1807","Dependents","1"
"1808","Dependents","0"
"1809","Dependents","2"
"1810","Dependents","0"
"1811","Dependents","0"
"1812","Dependents","1"
"1813","Dependents","1"
"1814","Dependents","1"
"1815","Dependents","0"
"1816","Dependents","0"
"1817","Dependents","0"
"1818","Dependents","2"
"1819","Dependents","0"
"1820","Dependents","2"
"1821","Dependents","3+"
"1822","Dependents","0"
"1823","Dependents","0"
"1824","Dependents","0"
"1825","Dependents","2"
"1826","Dependents",NA
"1827","Dependents","0"
"1828","Dependents","2"
"1829","Dependents","3+"
"1830","Dependents","0"
"1831","Dependents","3+"
"1832","Dependents","0"
"1833","Dependents","1"
"1834","Dependents","0"
"1835","Dependents","1"
"1836","Dependents","2"
"1837","Dependents","0"
"1838","Dependents","0"
"1839","Dependents","3+"
"1840","Dependents","1"
"1841","Dependents","2"
"1842","Dependents","0"
"1843","Education","Graduate"
"1844","Education","Graduate"
"1845","Education","Graduate"
"1846","Education","Not Graduate"
"1847","Education","Graduate"
"1848","Education","Graduate"
"1849","Education","Not Graduate"
"1850","Education","Graduate"
"1851","Education","Graduate"
"1852","Education","Graduate"
"1853","Education","Graduate"
"1854","Education","Graduate"
"1855","Education","Graduate"
"1856","Education","Graduate"
"1857","Education","Graduate"
"1858","Education","Graduate"
"1859","Education","Not Graduate"
"1860","Education","Graduate"
"1861","Education","Not Graduate"
"1862","Education","Graduate"
"1863","Education","Not Graduate"
"1864","Education","Graduate"
"1865","Education","Not Graduate"
"1866","Education","Not Graduate"
"1867","Education","Graduate"
"1868","Education","Graduate"
"1869","Education","Graduate"
"1870","Education","Not Graduate"
"1871","Education","Not Graduate"
"1872","Education","Graduate"
"1873","Education","Graduate"
"1874","Education","Graduate"
"1875","Education","Graduate"
"1876","Education","Graduate"
"1877","Education","Graduate"
"1878","Education","Graduate"
"1879","Education","Graduate"
"1880","Education","Graduate"
"1881","Education","Graduate"
"1882","Education","Not Graduate"
"1883","Education","Graduate"
"1884","Education","Graduate"
"1885","Education","Graduate"
"1886","Education","Graduate"
"1887","Education","Not Graduate"
"1888","Education","Graduate"
"1889","Education","Graduate"
"1890","Education","Graduate"
"1891","Education","Graduate"
"1892","Education","Graduate"
"1893","Education","Not Graduate"
"1894","Education","Graduate"
"1895","Education","Graduate"
"1896","Education","Graduate"
"1897","Education","Graduate"
"1898","Education","Graduate"
"1899","Education","Graduate"
"1900","Education","Graduate"
"1901","Education","Graduate"
"1902","Education","Not Graduate"
"1903","Education","Graduate"
"1904","Education","Graduate"
"1905","Education","Not Graduate"
"1906","Education","Graduate"
"1907","Education","Graduate"
"1908","Education","Graduate"
"1909","Education","Not Graduate"
"1910","Education","Graduate"
"1911","Education","Not Graduate"
"1912","Education","Graduate"
"1913","Education","Graduate"
"1914","Education","Not Graduate"
"1915","Education","Graduate"
"1916","Education","Not Graduate"
"1917","Education","Graduate"
"1918","Education","Graduate"
"1919","Education","Graduate"
"1920","Education","Graduate"
"1921","Education","Graduate"
"1922","Education","Not Graduate"
"1923","Education","Graduate"
"1924","Education","Graduate"
"1925","Education","Graduate"
"1926","Education","Graduate"
"1927","Education","Graduate"
"1928","Education","Graduate"
"1929","Education","Not Graduate"
"1930","Education","Graduate"
"1931","Education","Graduate"
"1932","Education","Graduate"
"1933","Education","Graduate"
"1934","Education","Graduate"
"1935","Education","Not Graduate"
"1936","Education","Graduate"
"1937","Education","Not Graduate"
"1938","Education","Graduate"
"1939","Education","Graduate"
"1940","Education","Graduate"
"1941","Education","Not Graduate"
"1942","Education","Graduate"
"1943","Education","Not Graduate"
"1944","Education","Graduate"
"1945","Education","Graduate"
"1946","Education","Graduate"
"1947","Education","Graduate"
"1948","Education","Graduate"
"1949","Education","Graduate"
"1950","Education","Not Graduate"
"1951","Education","Graduate"
"1952","Education","Not Graduate"
"1953","Education","Graduate"
"1954","Education","Graduate"
"1955","Education","Not Graduate"
"1956","Education","Graduate"
"1957","Education","Graduate"
"1958","Education","Graduate"
"1959","Education","Graduate"
"1960","Education","Graduate"
"1961","Education","Graduate"
"1962","Education","Graduate"
"1963","Education","Graduate"
"1964","Education","Graduate"
"1965","Education","Graduate"
"1966","Education","Graduate"
"1967","Education","Not Graduate"
"1968","Education","Graduate"
"1969","Education","Graduate"
"1970","Education","Graduate"
"1971","Education","Graduate"
"1972","Education","Graduate"
"1973","Education","Graduate"
"1974","Education","Graduate"
"1975","Education","Graduate"
"1976","Education","Graduate"
"1977","Education","Graduate"
"1978","Education","Graduate"
"1979","Education","Graduate"
"1980","Education","Graduate"
"1981","Education","Graduate"
"1982","Education","Not Graduate"
"1983","Education","Graduate"
"1984","Education","Graduate"
"1985","Education","Graduate"
"1986","Education","Graduate"
"1987","Education","Graduate"
"1988","Education","Graduate"
"1989","Education","Graduate"
"1990","Education","Graduate"
"1991","Education","Graduate"
"1992","Education","Graduate"
"1993","Education","Graduate"
"1994","Education","Graduate"
"1995","Education","Graduate"
"1996","Education","Not Graduate"
"1997","Education","Graduate"
"1998","Education","Graduate"
"1999","Education","Graduate"
"2000","Education","Graduate"
"2001","Education","Graduate"
"2002","Education","Graduate"
"2003","Education","Not Graduate"
"2004","Education","Graduate"
"2005","Education","Graduate"
"2006","Education","Graduate"
"2007","Education","Graduate"
"2008","Education","Graduate"
"2009","Education","Graduate"
"2010","Education","Graduate"
"2011","Education","Graduate"
"2012","Education","Graduate"
"2013","Education","Not Graduate"
"2014","Education","Graduate"
"2015","Education","Not Graduate"
"2016","Education","Graduate"
"2017","Education","Not Graduate"
"2018","Education","Graduate"
"2019","Education","Graduate"
"2020","Education","Graduate"
"2021","Education","Graduate"
"2022","Education","Not Graduate"
"2023","Education","Graduate"
"2024","Education","Graduate"
"2025","Education","Graduate"
"2026","Education","Graduate"
"2027","Education","Graduate"
"2028","Education","Graduate"
"2029","Education","Graduate"
"2030","Education","Graduate"
"2031","Education","Graduate"
"2032","Education","Graduate"
"2033","Education","Not Graduate"
"2034","Education","Graduate"
"2035","Education","Not Graduate"
"2036","Education","Graduate"
"2037","Education","Graduate"
"2038","Education","Graduate"
"2039","Education","Graduate"
"2040","Education","Not Graduate"
"2041","Education","Graduate"
"2042","Education","Graduate"
"2043","Education","Not Graduate"
"2044","Education","Graduate"
"2045","Education","Not Graduate"
"2046","Education","Not Graduate"
"2047","Education","Not Graduate"
"2048","Education","Not Graduate"
"2049","Education","Graduate"
"2050","Education","Not Graduate"
"2051","Education","Graduate"
"2052","Education","Graduate"
"2053","Education","Graduate"
"2054","Education","Graduate"
"2055","Education","Graduate"
"2056","Education","Not Graduate"
"2057","Education","Graduate"
"2058","Education","Not Graduate"
"2059","Education","Graduate"
"2060","Education","Graduate"
"2061","Education","Graduate"
"2062","Education","Graduate"
"2063","Education","Graduate"
"2064","Education","Graduate"
"2065","Education","Graduate"
"2066","Education","Graduate"
"2067","Education","Graduate"
"2068","Education","Graduate"
"2069","Education","Not Graduate"
"2070","Education","Graduate"
"2071","Education","Graduate"
"2072","Education","Graduate"
"2073","Education","Graduate"
"2074","Education","Graduate"
"2075","Education","Not Graduate"
"2076","Education","Graduate"
"2077","Education","Graduate"
"2078","Education","Graduate"
"2079","Education","Graduate"
"2080","Education","Graduate"
"2081","Education","Graduate"
"2082","Education","Graduate"
"2083","Education","Graduate"
"2084","Education","Not Graduate"
"2085","Education","Graduate"
"2086","Education","Graduate"
"2087","Education","Not Graduate"
"2088","Education","Graduate"
"2089","Education","Graduate"
"2090","Education","Not Graduate"
"2091","Education","Graduate"
"2092","Education","Graduate"
"2093","Education","Not Graduate"
"2094","Education","Graduate"
"2095","Education","Not Graduate"
"2096","Education","Not Graduate"
"2097","Education","Graduate"
"2098","Education","Graduate"
"2099","Education","Not Graduate"
"2100","Education","Graduate"
"2101","Education","Graduate"
"2102","Education","Not Graduate"
"2103","Education","Graduate"
"2104","Education","Graduate"
"2105","Education","Graduate"
"2106","Education","Graduate"
"2107","Education","Graduate"
"2108","Education","Graduate"
"2109","Education","Graduate"
"2110","Education","Graduate"
"2111","Education","Graduate"
"2112","Education","Graduate"
"2113","Education","Graduate"
"2114","Education","Graduate"
"2115","Education","Graduate"
"2116","Education","Graduate"
"2117","Education","Graduate"
"2118","Education","Graduate"
"2119","Education","Graduate"
"2120","Education","Graduate"
"2121","Education","Graduate"
"2122","Education","Not Graduate"
"2123","Education","Not Graduate"
"2124","Education","Graduate"
"2125","Education","Graduate"
"2126","Education","Graduate"
"2127","Education","Graduate"
"2128","Education","Graduate"
"2129","Education","Graduate"
"2130","Education","Graduate"
"2131","Education","Graduate"
"2132","Education","Graduate"
"2133","Education","Graduate"
"2134","Education","Graduate"
"2135","Education","Graduate"
"2136","Education","Graduate"
"2137","Education","Graduate"
"2138","Education","Graduate"
"2139","Education","Graduate"
"2140","Education","Graduate"
"2141","Education","Graduate"
"2142","Education","Graduate"
"2143","Education","Not Graduate"
"2144","Education","Not Graduate"
"2145","Education","Graduate"
"2146","Education","Graduate"
"2147","Education","Graduate"
"2148","Education","Not Graduate"
"2149","Education","Graduate"
"2150","Education","Graduate"
"2151","Education","Graduate"
"2152","Education","Not Graduate"
"2153","Education","Graduate"
"2154","Education","Not Graduate"
"2155","Education","Graduate"
"2156","Education","Graduate"
"2157","Education","Graduate"
"2158","Education","Not Graduate"
"2159","Education","Graduate"
"2160","Education","Graduate"
"2161","Education","Graduate"
"2162","Education","Graduate"
"2163","Education","Graduate"
"2164","Education","Graduate"
"2165","Education","Not Graduate"
"2166","Education","Graduate"
"2167","Education","Graduate"
"2168","Education","Graduate"
"2169","Education","Graduate"
"2170","Education","Graduate"
"2171","Education","Graduate"
"2172","Education","Graduate"
"2173","Education","Graduate"
"2174","Education","Graduate"
"2175","Education","Graduate"
"2176","Education","Graduate"
"2177","Education","Graduate"
"2178","Education","Graduate"
"2179","Education","Graduate"
"2180","Education","Graduate"
"2181","Education","Not Graduate"
"2182","Education","Graduate"
"2183","Education","Not Graduate"
"2184","Education","Graduate"
"2185","Education","Not Graduate"
"2186","Education","Not Graduate"
"2187","Education","Graduate"
"2188","Education","Graduate"
"2189","Education","Not Graduate"
"2190","Education","Not Graduate"
"2191","Education","Graduate"
"2192","Education","Graduate"
"2193","Education","Graduate"
"2194","Education","Graduate"
"2195","Education","Graduate"
"2196","Education","Graduate"
"2197","Education","Graduate"
"2198","Education","Graduate"
"2199","Education","Graduate"
"2200","Education","Graduate"
"2201","Education","Not Graduate"
"2202","Education","Graduate"
"2203","Education","Graduate"
"2204","Education","Graduate"
"2205","Education","Graduate"
"2206","Education","Graduate"
"2207","Education","Graduate"
"2208","Education","Not Graduate"
"2209","Education","Graduate"
"2210","Education","Graduate"
"2211","Education","Graduate"
"2212","Education","Graduate"
"2213","Education","Graduate"
"2214","Education","Graduate"
"2215","Education","Graduate"
"2216","Education","Graduate"
"2217","Education","Graduate"
"2218","Education","Graduate"
"2219","Education","Graduate"
"2220","Education","Graduate"
"2221","Education","Graduate"
"2222","Education","Graduate"
"2223","Education","Graduate"
"2224","Education","Graduate"
"2225","Education","Graduate"
"2226","Education","Graduate"
"2227","Education","Graduate"
"2228","Education","Graduate"
"2229","Education","Not Graduate"
"2230","Education","Not Graduate"
"2231","Education","Graduate"
"2232","Education","Graduate"
"2233","Education","Graduate"
"2234","Education","Graduate"
"2235","Education","Graduate"
"2236","Education","Not Graduate"
"2237","Education","Graduate"
"2238","Education","Graduate"
"2239","Education","Graduate"
"2240","Education","Graduate"
"2241","Education","Not Graduate"
"2242","Education","Graduate"
"2243","Education","Not Graduate"
"2244","Education","Not Graduate"
"2245","Education","Graduate"
"2246","Education","Not Graduate"
"2247","Education","Graduate"
"2248","Education","Graduate"
"2249","Education","Not Graduate"
"2250","Education","Not Graduate"
"2251","Education","Graduate"
"2252","Education","Graduate"
"2253","Education","Not Graduate"
"2254","Education","Graduate"
"2255","Education","Not Graduate"
"2256","Education","Not Graduate"
"2257","Education","Not Graduate"
"2258","Education","Graduate"
"2259","Education","Graduate"
"2260","Education","Graduate"
"2261","Education","Graduate"
"2262","Education","Graduate"
"2263","Education","Graduate"
"2264","Education","Not Graduate"
"2265","Education","Graduate"
"2266","Education","Graduate"
"2267","Education","Graduate"
"2268","Education","Graduate"
"2269","Education","Not Graduate"
"2270","Education","Graduate"
"2271","Education","Graduate"
"2272","Education","Not Graduate"
"2273","Education","Graduate"
"2274","Education","Graduate"
"2275","Education","Graduate"
"2276","Education","Graduate"
"2277","Education","Graduate"
"2278","Education","Graduate"
"2279","Education","Graduate"
"2280","Education","Graduate"
"2281","Education","Graduate"
"2282","Education","Not Graduate"
"2283","Education","Graduate"
"2284","Education","Graduate"
"2285","Education","Not Graduate"
"2286","Education","Graduate"
"2287","Education","Graduate"
"2288","Education","Graduate"
"2289","Education","Not Graduate"
"2290","Education","Graduate"
"2291","Education","Graduate"
"2292","Education","Not Graduate"
"2293","Education","Not Graduate"
"2294","Education","Not Graduate"
"2295","Education","Graduate"
"2296","Education","Graduate"
"2297","Education","Graduate"
"2298","Education","Graduate"
"2299","Education","Graduate"
"2300","Education","Graduate"
"2301","Education","Graduate"
"2302","Education","Graduate"
"2303","Education","Graduate"
"2304","Education","Graduate"
"2305","Education","Graduate"
"2306","Education","Not Graduate"
"2307","Education","Graduate"
"2308","Education","Graduate"
"2309","Education","Not Graduate"
"2310","Education","Graduate"
"2311","Education","Not Graduate"
"2312","Education","Graduate"
"2313","Education","Graduate"
"2314","Education","Not Graduate"
"2315","Education","Graduate"
"2316","Education","Graduate"
"2317","Education","Graduate"
"2318","Education","Graduate"
"2319","Education","Graduate"
"2320","Education","Graduate"
"2321","Education","Graduate"
"2322","Education","Graduate"
"2323","Education","Not Graduate"
"2324","Education","Not Graduate"
"2325","Education","Graduate"
"2326","Education","Graduate"
"2327","Education","Graduate"
"2328","Education","Not Graduate"
"2329","Education","Graduate"
"2330","Education","Graduate"
"2331","Education","Graduate"
"2332","Education","Graduate"
"2333","Education","Not Graduate"
"2334","Education","Not Graduate"
"2335","Education","Not Graduate"
"2336","Education","Not Graduate"
"2337","Education","Graduate"
"2338","Education","Graduate"
"2339","Education","Not Graduate"
"2340","Education","Graduate"
"2341","Education","Graduate"
"2342","Education","Graduate"
"2343","Education","Graduate"
"2344","Education","Graduate"
"2345","Education","Graduate"
"2346","Education","Not Graduate"
"2347","Education","Not Graduate"
"2348","Education","Graduate"
"2349","Education","Graduate"
"2350","Education","Graduate"
"2351","Education","Graduate"
"2352","Education","Graduate"
"2353","Education","Not Graduate"
"2354","Education","Graduate"
"2355","Education","Graduate"
"2356","Education","Graduate"
"2357","Education","Graduate"
"2358","Education","Graduate"
"2359","Education","Graduate"
"2360","Education","Not Graduate"
"2361","Education","Graduate"
"2362","Education","Not Graduate"
"2363","Education","Not Graduate"
"2364","Education","Graduate"
"2365","Education","Graduate"
"2366","Education","Graduate"
"2367","Education","Graduate"
"2368","Education","Graduate"
"2369","Education","Graduate"
"2370","Education","Not Graduate"
"2371","Education","Not Graduate"
"2372","Education","Not Graduate"
"2373","Education","Graduate"
"2374","Education","Graduate"
"2375","Education","Graduate"
"2376","Education","Graduate"
"2377","Education","Not Graduate"
"2378","Education","Not Graduate"
"2379","Education","Graduate"
"2380","Education","Graduate"
"2381","Education","Not Graduate"
"2382","Education","Graduate"
